A_known,A_learning,A_skill,A_streak,B_known,B_learning,B_skill,B_streak,label
10,11,1,76,5,6,2,89,0
8,11,1,46,11,8,1,73,1
11,9,3,2,9,11,3,93,1
8,11,3,40,6,10,1,99,0
3,9,3,68,9,3,3,77,1
2,6,3,36,1,6,1,92,0
9,10,1,25,4,8,2,29,0
4,11,1,66,11,4,3,40,1
10,8,1,82,9,2,2,36,0
5,3,2,37,10,7,1,86,0
4,10,1,15,4,10,2,71,1
7,9,1,27,7,9,2,57,1
4,1,3,44,1,4,3,39,1
10,9,2,13,6,7,2,24,0
11,3,2,47,5,6,3,75,0
4,6,1,49,6,4,2,5,1
6,9,3,46,2,8,2,62,0
10,2,3,93,1,7,1,8,0
10,9,3,31,9,10,1,25,1
1,7,3,41,1,5,3,68,0
5,1,1,50,2,10,2,89,0
10,11,3,43,5,1,3,44,0
4,11,2,71,4,11,1,43,1
8,5,1,42,7,8,3,42,0
2,6,3,76,10,8,1,63,0
5,11,3,60,11,5,1,47,1
3,7,1,90,6,3,1,4,0
7,3,1,22,3,7,1,93,1
7,8,2,65,1,11,1,75,0
1,3,1,12,2,4,2,70,0
1,8,2,6,1,8,1,22,1
7,9,2,30,2,7,3,32,0
8,10,3,9,8,11,1,77,0
11,7,1,32,7,11,1,40,1
4,3,1,78,4,3,3,9,1
5,2,1,62,2,7,3,66,0
7,1,2,90,2,1,3,47,0
9,5,3,27,7,8,2,65,0
6,10,2,10,6,10,2,64,1
3,6,2,75,9,10,3,63,0
11,8,1,19,8,11,1,77,1
4,10,2,71,10,4,1,79,1
8,5,2,89,7,4,1,14,0
9,5,1,70,8,3,1,14,0
6,7,2,69,6,7,3,31,1
9,5,3,27,5,9,2,40,1
10,1,2,25,4,9,3,98,0
8,10,3,16,1,6,1,81,0
9,10,3,84,10,1,2,25,0
9,7,1,58,5,2,3,26,0
7,6,1,46,11,4,2,63,0
9,3,1,14,3,9,2,11,1
1,9,1,25,2,1,2,6,0
9,4,3,59,9,6,2,98,0
6,1,2,44,6,1,3,93,1
7,5,2,48,7,5,3,75,1
10,1,1,80,10,9,2,72,0
2,6,2,39,9,3,2,32,0
8,10,3,73,10,8,1,63,1
9,10,2,28,5,7,3,13,0
3,6,2,43,6,3,2,63,1
11,1,3,76,2,8,1,8,0
7,5,3,75,6,2,3,40,0
9,6,2,31,2,1,3,27,0
9,5,1,74,5,9,2,35,1
5,3,2,30,5,3,1,37,1
1,6,1,67,1,6,3,69,1
5,3,3,10,2,3,3,21,0
9,5,3,31,8,1,3,91,0
7,9,2,30,5,10,1,3,0
2,6,3,36,2,6,3,76,1
6,11,3,38,9,7,1,58,0
9,8,1,5,8,10,3,9,0
4,1,3,26,11,9,3,8,0
6,9,2,39,5,2,1,3,0
7,4,1,20,4,7,2,15,1
7,2,3,82,7,2,2,11,1
3,6,1,15,3,6,1,88,1
9,6,3,95,1,2,2,73,0
10,4,3,38,6,4,3,46,0
2,6,1,61,6,11,2,90,0
1,9,1,93,1,9,1,5,1
11,1,3,23,1,11,2,91,1
2,11,2,62,2,11,3,29,1
11,7,3,73,11,7,2,53,1
7,1,1,30,11,7,3,59,0
4,2,2,72,4,2,2,63,1
2,4,2,70,7,9,1,84,0
8,7,3,41,1,6,1,96,0
5,4,1,74,10,3,2,73,0
3,11,2,22,9,2,1,22,0
6,2,1,69,2,6,2,87,1
3,10,3,74,9,6,1,13,0
2,9,2,31,10,5,3,41,0
10,8,3,20,8,10,3,9,1
1,5,1,68,1,3,1,12,0
2,10,2,2,2,10,1,97,1
11,6,1,95,11,6,2,66,1
4,6,2,20,10,1,1,38,0
3,4,1,23,4,3,2,3,1
9,1,1,65,2,10,3,89,0
3,10,3,73,3,10,3,16,1
11,1,3,7,3,9,2,87,0
8,4,1,75,8,4,1,26,1
6,7,1,60,8,5,2,33,0
10,6,1,9,4,10,2,80,0
3,1,3,65,6,5,3,44,0
4,5,2,48,5,1,1,87,0
5,7,3,80,7,5,1,66,1
10,1,1,78,8,1,3,47,0
8,5,1,42,8,5,2,66,1
1,9,1,5,9,1,1,81,1
11,6,1,87,10,2,2,43,0
5,4,1,74,2,3,2,75,0
2,3,3,21,6,2,3,81,0
1,8,1,10,11,4,1,74,0
11,2,1,93,11,2,3,21,1
11,9,1,32,11,9,3,62,1
6,4,3,88,4,6,2,20,1
10,4,1,79,11,7,3,83,0
11,5,2,49,5,11,1,34,1
7,1,3,70,7,1,3,7,1
7,8,1,28,1,6,2,98,0
1,7,1,83,4,7,3,75,0
4,1,2,28,4,1,1,35,1
4,1,2,28,4,1,2,13,1
7,9,1,58,5,2,1,70,0
6,10,3,85,10,6,3,84,1
1,9,3,78,1,9,3,29,1
3,10,3,16,4,6,2,20,0
9,8,2,57,8,7,3,76,0
4,10,2,71,10,4,3,38,1
2,1,1,1,1,7,1,15,0
9,6,1,54,10,8,2,65,0
11,8,2,15,7,6,1,86,0
1,11,1,49,1,4,1,57,0
3,1,1,93,3,1,2,15,1
2,4,1,91,4,2,2,72,1
8,3,1,21,3,6,1,15,0
8,3,2,28,3,8,1,36,1
6,10,3,85,4,11,1,43,0
6,11,3,38,8,6,3,14,0
5,3,2,47,2,7,2,37,0
2,8,1,29,4,7,3,75,0
9,3,3,77,1,5,2,1,0
7,4,2,9,5,7,3,13,0
2,10,1,33,8,7,2,4,0
2,6,2,77,6,2,2,15,1
10,9,3,31,9,10,2,30,1
7,8,2,27,11,1,3,76,0
4,3,2,59,1,7,2,46,0
8,6,3,17,3,1,3,65,0
3,8,2,96,10,2,3,68,0
3,7,1,93,7,3,1,45,1
5,7,2,79,7,11,3,46,0
1,8,2,6,7,1,2,61,0
11,1,1,89,4,6,1,57,0
9,6,1,67,5,1,1,50,0
5,3,2,20,3,5,2,22,1
2,1,3,47,6,4,1,65,0
9,5,2,45,5,9,1,10,1
3,4,2,67,3,9,2,11,0
11,2,2,31,8,5,1,53,0
1,3,2,2,11,6,1,95,0
3,11,3,5,9,11,1,9,0
11,9,3,8,6,3,1,64,0
3,4,2,67,3,4,3,47,1
9,11,3,79,5,4,1,7,0
2,7,1,28,7,2,3,82,1
3,7,2,14,7,3,1,64,1
4,9,3,80,1,10,2,2,0
11,1,3,23,6,3,1,4,0
6,3,1,66,10,1,2,25,0
5,4,1,7,8,1,2,7,0
2,6,3,36,8,5,2,89,0
4,2,2,72,1,2,3,21,0
8,7,3,3,8,7,3,76,1
7,1,3,70,2,1,3,26,0
8,6,3,59,8,6,1,65,1
4,9,2,82,11,9,3,62,0
11,2,3,5,11,2,3,21,1
3,8,1,36,8,3,2,28,1
3,5,2,47,7,9,1,13,0
9,2,3,31,4,7,1,76,0
9,2,2,61,11,1,1,91,0
1,2,3,21,2,1,3,26,1
1,5,2,70,5,1,1,87,1
10,5,2,68,10,8,1,63,0
1,7,3,41,1,7,3,95,1
8,3,2,68,8,3,1,14,1
7,8,3,100,9,5,1,49,0
3,9,1,71,3,9,1,13,1
5,1,3,83,11,6,1,96,0
1,3,2,63,3,1,2,15,1
11,7,3,73,4,3,1,78,0
8,3,1,14,6,2,1,69,0
2,7,1,28,7,2,2,4,1
4,1,3,44,11,8,2,13,0
7,9,2,19,9,5,3,31,0
2,6,2,23,2,6,2,6,1
1,7,3,41,6,8,2,45,0
4,10,1,55,11,4,3,40,0
2,7,3,7,1,6,1,61,0
11,3,3,7,1,9,1,25,0
4,1,3,26,1,4,2,9,1
10,6,1,9,9,8,2,28,0
11,5,1,63,3,5,2,17,0
2,4,2,56,2,5,2,33,0
7,5,2,74,6,8,2,1,0
3,2,3,84,2,7,3,83,0
1,9,1,93,11,10,1,4,0
4,8,1,31,3,9,3,68,0
1,9,1,25,9,3,1,58,0
1,6,1,61,2,7,1,42,0
10,2,3,93,11,2,2,55,0
2,1,1,1,10,8,2,87,0
2,6,3,36,2,6,2,23,1
4,3,1,78,4,3,1,21,1
8,6,3,17,8,6,3,10,1
4,1,2,49,4,1,1,62,1
6,2,2,28,6,2,3,81,1
7,11,3,84,7,11,1,87,1
7,11,1,87,11,5,3,9,0
2,9,2,31,6,10,1,99,0
1,6,1,96,6,1,1,79,1
6,11,3,74,2,6,1,98,0
9,6,3,87,5,4,3,6,0
10,1,2,46,10,1,1,80,1
2,7,1,100,9,6,1,88,0
9,2,2,61,7,8,3,68,0
10,3,3,49,7,1,3,7,0
6,9,1,13,3,7,1,14,0
10,8,3,31,8,10,1,18,1
7,2,3,93,7,2,3,82,1
4,8,3,95,8,4,1,3,1
1,7,1,8,11,7,2,53,0
11,10,3,66,11,10,2,91,1
9,2,3,54,8,2,1,82,0
1,7,2,46,7,9,1,58,0
6,8,2,1,11,10,2,91,0
11,9,3,62,11,9,2,16,1
11,1,1,89,6,2,2,15,0
1,6,2,75,6,1,2,44,1
9,7,3,78,9,7,3,91,1
11,2,3,73,4,11,1,67,0
7,3,1,64,3,5,2,22,0
5,3,2,91,5,3,1,91,1
5,7,3,9,5,7,3,13,1
4,6,3,3,6,3,1,29,0
3,9,1,7,7,3,1,64,0
2,5,1,20,6,7,2,89,0
1,9,1,25,9,1,1,81,1
1,2,2,39,10,8,1,82,0
11,10,3,66,6,2,3,81,0
10,8,1,81,11,2,1,52,0
1,11,1,60,1,11,3,92,1
2,7,1,42,2,7,3,7,1
7,11,3,46,4,3,1,8,0
6,8,2,61,11,2,3,21,0
4,8,3,51,3,1,1,93,0
6,3,1,64,6,3,2,58,1
6,4,1,51,5,8,3,10,0
8,5,3,81,4,9,2,94,0
2,6,1,61,9,5,2,45,0
7,2,2,11,10,3,2,46,0
10,4,2,83,8,1,3,91,0
9,7,3,78,7,9,1,84,1
4,6,1,47,4,11,1,43,0
6,9,3,46,1,10,2,2,0
2,5,1,20,4,11,2,74,0
2,10,2,89,2,10,3,93,1
6,1,1,25,5,3,1,91,0
4,11,1,85,7,4,3,52,0
7,5,2,48,5,7,3,91,1
9,4,3,61,9,4,2,57,1
6,4,2,94,4,6,3,46,1
2,11,2,97,4,10,2,71,0
5,2,2,28,2,5,3,77,1
7,2,1,48,8,1,3,12,0
6,7,1,1,7,6,3,92,1
6,4,2,94,6,4,1,79,1
2,8,1,29,11,2,2,72,0
9,2,2,12,9,2,1,71,1
9,4,3,61,4,8,1,35,0
7,4,2,24,7,4,2,39,1
3,10,3,74,1,9,3,24,0
4,5,2,48,4,5,3,31,1
3,4,2,67,4,3,3,9,1
11,4,2,63,4,11,1,85,1
2,7,3,7,1,4,3,72,0
10,9,1,33,8,2,1,82,0
2,6,3,13,6,2,3,40,1
10,6,2,91,6,10,1,83,1
3,8,3,51,3,8,2,96,1
1,9,1,93,1,9,1,81,1
2,1,2,6,7,8,2,56,0
9,2,1,71,6,3,3,24,0
5,7,3,91,10,7,1,79,0
6,1,1,25,10,3,2,72,0
3,4,2,67,5,6,3,75,0
4,6,3,3,10,9,2,84,0
2,11,3,29,2,11,2,61,1
6,4,2,5,6,4,2,94,1
6,3,2,77,1,9,1,93,0
11,2,2,63,11,2,2,31,1
5,4,2,32,4,5,2,48,1
10,8,2,87,4,2,2,99,0
5,4,1,7,2,9,3,39,0
5,3,3,10,11,4,1,74,0
11,8,2,15,2,4,2,98,0
2,6,3,36,5,3,2,30,0
3,2,2,79,2,8,2,62,0
4,3,1,8,8,2,1,75,0
3,5,2,31,5,3,2,91,1
8,1,3,12,2,7,3,7,0
1,11,2,30,4,10,2,48,0
10,7,1,79,10,7,3,29,1
7,4,2,24,4,7,2,15,1
5,3,3,10,2,10,2,89,0
10,11,3,80,5,10,1,69,0
11,1,3,23,11,1,3,7,1
2,7,3,66,5,11,1,90,0
8,9,1,100,9,8,1,45,1
3,4,2,29,3,4,3,47,1
11,9,3,8,9,11,3,93,1
1,8,1,10,5,9,1,86,0
8,6,2,53,6,8,2,11,1
4,11,1,67,3,10,3,16,0
3,11,1,81,9,3,1,35,0
11,3,3,7,11,3,1,14,1
1,6,1,67,1,6,1,55,1
10,3,2,73,10,3,2,72,1
4,10,3,7,4,10,2,80,1
11,5,1,63,5,11,1,90,1
5,4,3,10,4,9,2,82,0
1,5,3,80,1,5,3,2,1
2,10,2,2,1,10,2,2,0
5,4,3,12,5,4,3,10,1
6,9,2,39,10,4,3,67,0
2,1,3,27,7,5,3,2,0
6,5,1,16,4,8,3,68,0
10,7,1,86,10,7,3,91,1
10,11,3,80,5,8,1,84,0
8,1,3,91,1,9,1,25,0
4,7,1,47,4,7,1,76,1
8,9,1,65,4,2,2,99,0
3,9,1,13,9,4,3,71,0
5,8,1,84,2,6,3,71,0
10,6,3,25,2,7,1,100,0
1,10,3,33,8,10,1,18,0
4,10,2,48,3,6,1,88,0
10,5,1,84,10,5,3,85,1
3,11,3,16,11,2,1,91,0
3,8,1,2,8,3,3,35,1
1,2,2,73,11,1,1,34,0
1,6,1,61,1,6,1,55,1
3,9,3,30,3,9,3,68,1
5,11,1,90,1,11,1,43,0
2,6,2,23,2,6,1,61,1
3,7,1,93,7,3,1,22,1
5,4,1,7,10,7,3,29,0
6,5,3,90,5,6,2,23,1
11,4,2,99,4,11,3,47,1
10,11,3,43,9,8,2,57,0
8,3,2,68,2,3,1,96,0
3,5,2,47,3,5,2,22,1
4,6,3,46,6,4,3,88,1
7,3,1,22,11,3,2,47,0
9,10,3,65,9,10,1,25,1
6,8,2,1,8,6,3,14,1
6,8,1,92,1,11,1,43,0
11,2,1,93,11,2,2,83,1
8,6,3,10,8,6,1,53,1
6,7,1,60,7,6,1,46,1
9,2,2,61,2,9,2,31,1
11,5,2,42,11,2,2,55,0
2,4,2,64,2,4,2,70,1
11,9,3,43,9,1,1,81,0
7,2,2,4,5,10,1,3,0
8,10,3,73,7,8,3,42,0
10,9,2,84,11,1,1,28,0
3,7,1,14,7,3,1,22,1
3,7,1,93,1,8,1,1,0
11,6,2,66,7,4,1,3,0
7,11,3,84,1,10,3,33,0
7,5,3,100,3,11,2,99,0
5,8,3,10,8,5,2,66,1
1,9,3,58,9,1,2,69,1
5,9,2,35,2,6,1,61,0
11,6,2,66,11,6,1,3,1
2,7,1,100,2,7,3,83,1
4,7,1,76,5,7,3,80,0
8,7,3,3,8,7,1,57,1
6,4,2,86,4,6,1,57,1
10,2,2,43,2,10,2,27,1
2,3,2,31,9,10,3,63,0
7,2,1,95,7,2,3,82,1
3,1,3,65,7,11,3,62,0
5,1,2,37,9,6,3,95,0
1,6,1,92,7,10,1,81,0
3,4,1,23,4,3,3,9,1
7,2,3,93,1,4,3,39,0
2,5,3,77,11,3,1,14,0
8,2,1,74,6,8,2,11,0
2,10,2,2,1,9,1,25,0
5,8,3,91,10,5,2,40,0
5,3,2,91,3,5,2,22,1
10,11,3,80,10,11,3,25,1
2,11,1,90,10,9,2,68,0
1,3,2,63,1,3,2,19,1
6,1,1,79,6,1,3,54,1
4,10,2,48,10,4,3,67,1
4,5,3,10,5,4,2,69,1
11,7,2,53,7,11,1,40,1
11,6,3,2,11,6,2,66,1
9,3,1,67,11,6,3,2,0
9,5,1,74,1,10,2,2,0
7,9,1,85,7,5,2,48,0
9,5,3,84,5,3,2,20,0
3,2,2,52,2,3,3,12,1
1,10,3,32,10,1,1,80,1
7,11,1,40,10,11,2,67,0
1,3,1,54,7,10,2,94,0
9,11,2,35,2,9,3,75,0
3,2,3,14,2,3,3,12,1
2,6,2,23,2,3,3,21,0
6,4,1,51,4,6,1,57,1
11,7,3,5,7,11,3,46,1
5,6,2,89,2,10,2,51,0
1,7,3,95,1,7,1,6,1
10,7,3,30,8,5,3,88,0
10,2,2,10,4,2,2,99,0
9,1,1,65,9,5,1,22,0
10,2,3,89,10,1,1,80,0
7,9,1,13,6,1,1,79,0
8,5,1,50,6,4,2,34,0
7,6,1,86,7,11,1,40,0
7,1,2,61,7,1,1,30,1
3,11,3,16,11,3,2,35,1
9,11,3,74,9,11,3,93,1
9,3,1,58,2,3,2,31,0
5,8,3,39,8,5,1,28,1
4,1,3,26,1,9,3,58,0
2,7,3,38,2,7,3,13,1
2,7,3,13,2,11,2,61,0
10,2,1,54,7,10,1,68,0
3,8,1,11,8,3,2,68,1
9,3,3,1,9,6,1,13,0
8,11,3,52,9,7,1,88,0
11,2,1,26,2,11,1,90,1
5,3,1,37,8,5,3,81,0
9,11,3,93,1,2,2,39,0
11,1,1,70,11,1,1,91,1
1,6,3,69,2,9,3,81,0
6,8,1,92,7,11,1,40,0
4,6,3,98,6,7,2,24,0
4,8,1,35,4,8,2,29,1
1,4,3,39,1,4,1,54,1
6,11,3,74,6,11,2,90,1
8,2,2,79,8,2,1,82,1
9,7,3,91,4,2,1,57,0
2,7,3,78,2,7,1,100,1
4,6,3,46,2,8,1,29,0
7,8,1,8,6,4,1,65,0
8,7,3,41,5,3,3,10,0
8,10,1,39,7,10,1,81,0
3,2,2,79,2,3,1,96,1
9,11,3,93,3,1,1,93,0
6,3,1,66,8,1,1,84,0
6,11,3,46,5,10,3,100,0
9,4,2,90,4,9,3,98,1
6,9,1,13,1,6,3,69,0
7,2,2,4,7,2,3,93,1
10,4,3,67,8,4,1,75,0
5,4,3,6,9,6,3,67,0
8,11,1,46,9,5,1,70,0
10,2,3,68,2,4,2,64,0
1,10,3,20,2,3,1,96,0
5,4,3,12,2,6,2,13,0
9,7,2,40,9,7,1,88,1
1,10,3,33,4,5,3,31,0
1,6,1,81,4,3,2,59,0
7,10,2,7,8,6,2,31,0
11,5,1,63,2,1,3,27,0
6,4,2,94,7,2,2,64,0
2,6,3,46,2,8,2,81,0
1,4,3,39,3,11,2,22,0
4,8,1,35,8,4,2,47,1
3,2,2,50,1,11,2,75,0
4,5,2,11,4,5,3,31,1
2,7,2,89,2,7,1,28,1
4,1,3,44,6,3,1,66,0
9,6,2,43,9,6,3,87,1
2,7,1,42,1,3,2,58,0
10,1,3,6,2,7,3,66,0
5,2,1,70,2,5,2,76,1
9,4,3,7,8,6,3,59,0
9,6,3,50,9,6,2,98,1
9,2,1,48,11,9,3,43,0
11,5,1,63,2,5,2,81,0
11,2,3,6,9,10,2,28,0
2,5,2,33,2,5,1,20,1
3,7,2,64,7,1,3,70,0
10,3,1,26,3,6,1,15,0
1,9,3,82,9,1,2,10,1
7,9,1,13,6,9,1,13,0
5,9,2,35,5,9,2,40,1
5,6,1,57,6,5,2,66,1
8,1,3,12,6,10,3,43,0
7,5,1,65,9,5,1,74,0
1,5,2,70,6,2,2,59,0
10,6,3,84,4,9,1,68,0
3,1,3,50,1,7,1,83,0
4,5,2,97,4,5,3,31,1
7,3,1,69,6,9,3,64,0
3,9,3,68,8,7,3,76,0
3,8,1,36,1,5,1,68,0
6,1,3,93,11,3,2,35,0
10,1,1,34,10,1,1,59,1
11,8,3,51,5,8,3,74,0
2,9,3,39,4,7,3,96,0
7,11,3,46,1,7,3,95,0
10,11,1,24,9,5,3,31,0
11,7,3,62,3,8,1,36,0
10,2,1,54,11,1,1,34,0
8,1,3,100,10,2,1,54,0
3,2,3,37,7,4,1,90,0
2,6,2,23,2,6,1,98,1
9,4,2,80,9,10,3,65,0
3,10,3,16,4,7,1,3,0
4,6,3,46,3,8,2,96,0
6,8,2,11,6,8,2,1,1
6,8,1,92,1,8,3,5,0
10,2,1,35,9,6,2,1,0
6,9,1,13,9,6,1,54,1
2,11,3,35,2,11,2,61,1
2,7,2,78,7,2,1,95,1
5,4,3,12,4,5,3,31,1
11,9,1,68,10,1,1,38,0
5,2,3,71,10,3,2,56,0
6,5,1,30,11,6,2,18,0
6,4,1,25,4,6,1,57,1
1,9,1,5,9,1,1,75,1
1,7,1,83,10,5,3,85,0
7,1,1,30,7,1,2,90,1
6,1,3,93,1,6,1,92,1
8,9,3,33,2,4,3,65,0
4,2,2,99,9,5,2,45,0
11,8,1,73,11,8,2,17,1
10,2,2,43,10,2,2,10,1
3,6,2,75,10,7,3,61,0
3,11,3,5,11,3,3,7,1
5,8,3,70,8,5,3,81,1
8,9,1,100,8,9,1,57,1
6,1,3,93,1,7,1,52,0
10,8,1,63,10,4,3,61,0
11,3,1,7,9,2,2,12,0
2,7,3,83,10,8,2,65,0
11,9,1,19,11,9,2,58,1
4,1,2,28,1,4,2,83,1
8,10,1,39,10,7,1,86,0
7,8,3,8,9,7,1,40,0
9,7,3,91,7,9,3,66,1
11,10,1,36,11,10,3,42,1
1,6,1,81,6,1,2,44,1
11,2,1,52,4,6,3,46,0
6,4,3,86,9,10,3,63,0
5,9,2,40,5,9,1,86,1
4,6,1,57,11,2,2,31,0
5,1,3,83,5,7,3,74,0
7,1,2,4,7,9,1,84,0
6,8,1,96,2,6,2,23,0
8,11,3,64,7,11,3,46,0
3,7,2,64,7,3,3,4,1
9,6,2,43,8,11,1,46,0
6,7,1,60,2,6,2,87,0
8,10,2,67,6,10,2,10,0
11,8,1,19,8,11,1,46,1
6,9,2,13,6,9,1,35,1
3,8,2,66,2,4,2,56,0
11,10,1,4,2,6,3,36,0
1,5,2,70,9,8,1,79,0
1,5,2,1,7,9,1,84,0
1,5,2,1,5,1,1,35,1
9,6,2,31,9,10,1,97,0
3,7,1,90,3,7,2,14,1
2,11,3,35,11,2,1,91,1
11,5,2,89,11,5,2,49,1
1,6,1,52,3,7,1,58,0
1,3,2,63,11,1,1,34,0
1,7,3,95,1,7,3,41,1
4,6,1,57,7,5,2,74,0
4,10,3,7,7,1,3,7,0
10,2,1,88,8,9,3,33,0
5,6,1,98,6,5,2,33,1
4,8,3,95,4,8,3,73,1
7,10,2,85,10,7,3,91,1
4,7,1,3,9,2,1,67,0
9,3,2,12,9,3,3,1,1
5,2,2,26,2,5,2,33,1
7,8,1,8,8,7,1,57,1
9,4,3,71,6,4,2,34,0
4,3,3,9,3,4,2,29,1
9,4,2,90,3,2,3,14,0
5,7,3,91,5,7,3,80,1
9,7,1,88,8,1,3,52,0
6,7,1,60,6,7,2,89,1
10,2,1,88,11,8,1,19,0
10,5,3,85,10,5,1,33,1
5,3,3,10,5,3,1,91,1
9,6,1,67,7,1,2,90,0
11,10,3,42,7,4,2,24,0
1,4,1,57,5,8,3,10,0
9,3,2,12,9,3,3,77,1
9,1,1,65,4,1,2,42,0
1,11,1,49,5,4,1,7,0
3,8,1,11,2,6,1,98,0
10,11,1,24,9,5,1,22,0
7,8,1,28,1,2,2,39,0
8,7,3,3,5,6,3,75,0
2,3,2,75,1,3,3,38,0
10,8,3,20,3,2,2,79,0
6,5,3,90,3,1,1,93,0
7,4,3,52,4,7,3,92,1
3,1,1,93,3,1,3,50,1
6,3,2,58,6,3,1,96,1
6,7,3,31,8,11,2,52,0
3,2,2,50,10,11,3,80,0
8,1,3,52,6,3,2,14,0
4,3,1,78,4,8,3,51,0
10,4,3,38,1,8,1,10,0
9,1,2,35,1,9,3,29,1
11,1,1,91,11,1,3,23,1
9,1,2,10,9,5,1,70,0
11,1,3,23,7,8,3,42,0
2,3,3,21,4,8,1,35,0
5,3,1,91,6,1,1,25,0
6,7,1,72,1,4,3,39,0
8,10,1,8,10,8,1,6,1
5,3,1,91,8,4,2,2,0
6,10,3,97,10,6,1,86,1
8,5,1,28,11,5,2,86,0
2,1,1,1,10,2,3,89,0
5,7,3,74,5,7,3,91,1
11,3,2,47,11,8,1,57,0
4,3,1,78,9,2,1,48,0
5,6,1,98,9,1,1,61,0
1,3,3,38,3,1,3,65,1
1,3,3,69,11,3,1,7,0
8,2,1,82,2,8,1,54,1
2,1,3,64,1,6,2,75,0
11,1,1,34,11,1,1,89,1
10,8,2,65,10,8,2,87,1
6,3,2,77,1,7,2,46,0
2,7,1,28,5,2,1,70,0
9,11,3,74,9,11,3,79,1
8,7,3,76,1,6,2,98,0
5,6,2,23,5,8,1,69,0
7,3,1,64,1,6,1,61,0
11,2,2,55,1,6,1,67,0
7,9,1,58,11,4,2,99,0
11,7,3,5,11,7,3,83,1
3,1,1,93,5,2,3,71,0
11,2,3,70,3,7,1,90,0
4,11,1,94,4,3,1,8,0
3,8,2,66,3,8,3,82,1
6,9,1,65,10,3,2,73,0
10,9,3,47,10,9,2,81,1
8,6,2,8,1,3,1,54,0
6,5,3,44,11,7,3,73,0
9,2,1,71,2,9,3,68,1
2,4,1,91,11,10,2,55,0
10,4,3,67,10,4,3,61,1
6,7,2,89,1,5,2,70,0
6,3,2,58,6,3,2,14,1
3,2,3,84,2,3,2,31,1
3,6,2,31,9,6,2,1,0
9,3,3,1,3,7,3,7,0
1,10,2,90,3,7,2,14,0
2,11,2,61,5,3,1,91,0
4,10,1,15,10,2,1,35,0
1,5,2,1,4,2,2,99,0
8,11,3,40,11,8,2,13,1
7,10,2,85,10,7,3,97,1
11,7,3,59,11,3,2,47,0
1,9,3,29,8,4,2,47,0
7,4,1,3,7,4,1,14,1
11,1,1,70,3,5,3,95,0
7,4,2,9,4,7,3,92,1
4,11,1,43,3,1,1,93,0
2,7,3,66,2,7,1,100,1
8,1,2,28,1,8,2,50,1
7,10,1,81,10,7,3,91,1
7,10,1,83,8,5,1,50,0
10,1,1,38,6,5,2,1,0
10,3,2,46,3,10,3,26,1
1,2,3,21,7,2,1,95,0
3,11,2,22,6,7,2,88,0
1,8,1,10,8,1,1,80,1
11,9,1,68,9,11,3,89,1
9,4,3,71,6,3,2,59,0
4,5,1,91,5,4,3,6,1
5,10,1,3,2,7,3,66,0
7,2,3,93,8,6,3,17,0
5,4,3,12,7,5,3,67,0
11,1,1,28,1,11,2,6,1
11,2,2,39,1,11,1,49,0
4,2,3,45,4,2,3,41,1
7,8,2,65,4,5,1,91,0
3,8,3,18,6,3,2,70,0
11,10,1,56,8,6,3,59,0
7,9,2,57,7,9,1,27,1
1,6,2,75,1,6,2,69,1
6,8,2,61,10,9,2,81,0
2,8,2,62,11,8,2,13,0
6,1,3,93,1,6,1,81,1
6,10,3,97,6,10,3,43,1
4,6,2,20,6,4,1,51,1
10,7,1,16,4,2,1,57,0
8,4,2,2,4,8,1,31,1
6,4,2,34,4,6,3,3,1
5,11,1,90,11,5,1,63,1
5,8,3,70,10,5,3,41,0
9,5,3,84,9,5,1,74,1
6,5,3,44,4,8,3,13,0
11,1,1,34,1,10,3,32,0
5,2,3,71,5,2,1,62,1
6,4,1,79,10,8,1,6,0
8,9,1,60,2,11,3,35,0
9,4,3,7,11,10,2,55,0
1,6,1,52,6,1,2,46,1
9,4,2,90,4,9,1,68,1
8,4,1,75,10,7,1,62,0
8,5,1,53,9,3,1,58,0
8,2,1,51,7,9,1,58,0
7,5,3,72,8,2,1,74,0
9,6,2,31,9,6,3,95,1
10,4,3,67,9,3,2,12,0
7,4,1,3,11,7,3,84,0
2,10,3,89,8,11,1,46,0
1,3,1,12,1,3,2,41,1
9,3,3,26,3,9,3,30,1
4,1,3,26,9,6,3,67,0
11,8,3,77,5,3,3,10,0
8,10,1,8,3,6,1,15,0
1,8,2,11,1,8,2,6,1
1,4,1,57,7,1,1,6,0
2,8,1,29,11,2,2,72,0
8,1,3,12,5,8,3,81,0
6,5,2,33,5,3,2,19,0
4,10,1,15,4,2,3,45,0
1,3,1,70,2,1,1,33,0
4,7,3,96,5,2,3,69,0
9,10,1,49,6,3,2,70,0
2,7,3,83,1,7,3,99,0
1,6,1,92,1,6,2,89,1
8,7,3,3,7,8,3,100,1
4,7,3,92,2,5,2,81,0
6,7,2,88,8,6,1,53,0
3,9,3,30,9,3,3,26,1
10,7,1,13,3,8,3,51,0
2,4,2,64,6,9,3,90,0
9,2,2,36,11,6,2,21,0
4,2,2,99,5,6,3,75,0
9,7,3,91,1,9,3,78,0
7,1,1,6,9,2,3,54,0
4,10,1,15,6,4,1,25,0
10,4,3,38,10,4,3,61,1
9,3,1,67,1,6,1,67,0
3,5,2,47,4,10,1,78,0
1,9,3,78,8,1,1,84,0
9,7,1,85,4,5,1,91,0
10,3,3,42,3,10,3,74,1
4,9,1,68,9,4,3,61,1
11,2,1,93,7,10,1,81,0
